Property.Name.,Property.Type.,Asking.,PSF.,Built.Year.,Model.,Developer.,Address.,District.,Bedrooms.,Bathrooms.,Floor.,Area.,Tenure.,No..of.Units.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,lon,lat
Hilltops,Condominium,"$10,300,000 "," $3,584 psf (Built-up) ",2011,Condominium,Taraville Pte Ltd,99 Cairnhill Circle (229808), D9 - Orchard / River Valley ,5+1,NA,NA," 2,874 sqft (Built-up) ",FREEHOLD,241,"Swimming Pool View, Renovated, Air Conditioning, Cooker Hob/hood, Intercom, Private Lift, Water Heater, Bathtub, Balcony, Walk-in-wardrobe, Maidsroom, Bombshelter","NEWTON MRT 7 mins  DT11NS21 600m, SOMERSET MRT 9 mins  NS23 770m, ORCHARD MRT 9 mins  NS22TE14 790m",NA,"Anglo-chinese School (junior) 430m, St. Margaret's Primary 950m, Anglo-chinese School (primary) 1.28 km","Raffles Girls' School (secondary) 1.17 km, Anglo-chinese School (barker Road) 1.41 km, School Of The Arts, Singapore 1.43 km","Paragon 400m, THE PARAGON 480m, 268 ORCHARD ROAD 520m",NA,"School Of The Arts, Singapore 1.43 km, Singapore Chinese Girls' School 1.94 km, Singapore Chinese Girls' Primary School 1.94 km",NA,103.8389736,1.3072538
Yishun Street 22,HDB 4 Rooms,"$360,000 ", $398 psf (Built-up) ,1986,Improved,NA,275 Yishun Street 22 (760275),NA,3,NA,NA, 84 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Renovated, Cooker Hob/hood, Air Conditioning","YISHUN MRT 12 mins  NS13 1.02 km, CANBERRA U+C (NS12) 15 mins  NS12 1.27 km","Blk 272 2 mins  811811A 190m, Opp Chongfu Pr Sch 2 mins  811 210m","Chongfu 90m, Xishan Primary 490m, Yishun Primary 700m","Northland Secondary 270m, Yishun Town Secondary 580m, Ahmad Ibrahim Secondary 1.02 km","JUNCTION NINE 610m, Northpoint 950m, NORTHPOINT SHOPPING CENTRE 950m",NA,NA, Yishun ,103.838555,1.437751
Sembawang Close,HDB 5 Rooms,"$470,000 ", $393 psf (Built-up) ,2001,Standard,NA,340B Sembawang Close (752340),NA,3+1,NA,NA, 111 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Corner Unit, Original Condition, Air Conditioning, Cooker Hob/hood, Water Heater, Bombshelter","SEMBAWANG MRT 3 mins  NS11 280m, CANBERRA U+C (NS12) 15 mins  NS12 1.27 km","Opp Sun Plaza 1 min  859859A882882A883962962B980981117 100m, Sun Plaza 1 min  117980981859859B882883962962BNR2 120m, Sembawang Int 1 min  859859A859B882882A883980981167117 130m","Sembawang Primary 390m, Canberra Primary 530m, Wellington Primary 680m","Sembawang Secondary 270m, Canberra Secondary 810m, Admiralty Secondary 1.77 km","Sun Plaza 170m, SEMBAWANG SHOPPING CENTRE 950m, ADMIRALTY PLACE 1.99 km",NA,NA, Sembawang ,103.8182072,1.4473634
Marina One Residences,Apartment,"$3,558,180 "," $2,312 psf (Built-up) ",NA,Apartment,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,3,3,MID," 1,539 sqft (Built-up) ",LEASEHOLD/99 years,1042,"Renovated, Sea View, City View, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Private Lift, Balcony","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Partially Furnished,NA,NA,103.8533256,1.2766721
Springleaf Garden,Semi-Detached,"$3,800,000 "," $1,069 psf (Land) / $1,027 psf (Built-up) ",1984,Semi-detached,SPRINGLEAF,Springleaf Crescent, D26 - Mandai / Upper Thomson ,4,NA,NA," 3,552 sqft (Land) /  3,700 sqft (Built-up) ",FREEHOLD,94,"Park/greenery View, Renovated, Air Conditioning, Bathtub, Jacuzzi, Cooker Hob/hood, Water Heater, Intercom, Private Garden, Walk-in-wardrobe, Garage, Maidsroom, Outdoor Patio",NA,NA,NA,NA,NA,NA,NA,NA,103.8252515,1.3996628
Waterfront Key,Condominium,"$1,645,000 "," $1,141 psf (Built-up) ",2012,Condominium,FCL Peak Pte Ltd,772 Bedok Reservoir Road (479251), D16 - Bedok / Upper East Coast ,4,3,LOW," 1,442 sqft (Built-up) ",LEASEHOLD/99 years,437,"Renovated, Water Heater","BEDOK RESERVOIR MRT 1 min  DT30 140m, TAMPINES WEST MRT 15 mins  DT31 1.2 km, BEDOK MRT 18 mins  EW5 1.5 km","Waterfront Key 1 min  228CT185065952122656666A 60m, Opp Waterfront Key 1 min  65665921225506CT182282N 100m, Opp Blk 761 2 mins  228CT185061681846286666A6769 190m","Yu Neng Primary 400m, Red Swastika 560m, Fengshan Primary 790m","Bedok Green Secondary 500m, Damai Secondary 500m, St. Anthony's Canossian Secondary 1.2 km","BEDOK POINT 1.41 km, BEDOK MALL 1.43 km, EAST VILLAGE 1.74 km",Partially Furnished,NA,NA,103.931517,1.3375437
Woodlands Street 13,HDB 5 Rooms,"$510,000 ", $392 psf (Built-up) ,1985,Improved,NA,165 Woodlands Street 13 (730165),NA,3,2,HIGH, 121 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Corner Unit, Park/greenery View, Renovated, Air Conditioning, Cooker Hob/hood, Water Heater, Balcony, Walk-in-wardrobe","MARSILING MRT 1 min  NS8 110m, WOODLANDS MRT 17 mins  NS9TE2 1.36 km, KRANJI MRT 20 mins  NS7 1.67 km","Marsiling Stn 1 min  966187925925C926950960961961C963963E963R856 100m, Opp Marsiling Stn 1 min  925925C926950960961961C963963E963R187856966 110m, Blk 154 2 mins  911 220m","Marsiling Primary 210m, Fuchun Primary 450m, Si Ling Primary 1.24 km","Fuchun Secondary 340m, Marsiling Secondary 430m, Woodlands Secondary 690m",Causeway Point 1.28 km,Fully Furnished,Singapore Sports School 1.77 km, Woodlands ,103.7749465,1.432968
Sennett Estate,Terrace,"$4,000,000 "," $1,663 psf (Land) / $1,109 psf (Built-up) ",2006,Corner Terrace,TAN CHONG LAND COMPANY PTE LTD,Chempaka Avenue, D13 - Macpherson / Potong Pasir ,4,NA,NA," 2,405 sqft (Land) /  3,608 sqft (Built-up) ",FREEHOLD,77,"Air Conditioning, Corner Unit, Water Heater, Hairdryer, Bathtub, Cooker Hob/hood, Air Conditioning, Balcony, Bombshelter, Walk-in-wardrobe, Roof Terrace, Private Garden","MATTAR MRT 10 mins  DT25 810m, POTONG PASIR MRT 13 mins  NE10 1.07 km, WOODLEIGH MRT 14 mins  NE11 1.14 km","Aft Blk 4 1 min  135135A100155155A 80m, Opp Blk 4 1 min  155100135 130m, Cencon Bldg 2 mins  151901546164656666A8 180m","Cedar Primary 490m, Canossa Convent Primary 790m, Macpherson Primary 930m","Cedar Girls' Secondary 510m, Bartley Secondary 990m, Maris Stella High 1.02 km",NA,NA,Maris Stella High School 1.02 km,NA,103.8769757,1.3319905
Reflections At Keppel Bay,Condominium,"$3,071,480 "," $1,740 psf (Built-up) ",2011,Condominium,Keppel Bay Pte Ltd,3 Keppel Bay View (098403), D4 - Sentosa / Harbourfront ,3,3,MID," 1,765 sqft (Built-up) ",LEASEHOLD/99 years,1129,"Jacuzzi, Swimming Pool, Club House, Landscaped Garden, Tennis Court, Gymnasium, Securities, Wadpool, Corner Unit, Sea View, Air Conditioning, Bathtub, Intercom, Water Heater, Cooker Hob/hood, Air-conditioning, Kitchen, Wardrobe, Balcony, Bombshelter, Walk-in-wardrobe","TELOK BLANGAH MRT 7 mins  CC28 590m, HARBOURFRONT MRT 11 mins  CC29NE1 920m, LABRADOR PARK MRT 16 mins  CC27 1.35 km",Bef Seah Im Rd 2 mins  408188963105761301431451001241311669397 180m,"Blangah Rise Primary 1.12 km, Radin Mas Primary 1.38 km, Chij (kellock) 1.72 km",Chij St. Theresa's Convent 1.26 km,"Harbourfront Centre 680m, Vivocity 1.05 km, DEPOT HEIGHTS SHOPPING CENTRE 1.54 km",Partially Furnished,NA,NA,103.814099,1.267699
Springleaf Garden,Semi-Detached,"$4,680,000 "," $1,051 psf (Land) / $1,580 psf (Built-up) ",1984,Semi-detached,SPRINGLEAF,Springleaf Height, D26 - Mandai / Upper Thomson ,3+1,3,NA," 4,450 sqft (Land) /  2,962 sqft (Built-up) ",FREEHOLD,94,"Park/greenery View, Air Conditioning, Hairdryer, Water Heater, Cooker Hob/hood, Maidsroom, Outdoor Patio, Private Garden, Walk-in-wardrobe, Garage",NA,NA,NA,NA,NA,Partially Furnished,NA,NA,103.8235004,1.3981408
Gaia,Apartment,"$1,402,000 "," $1,532 psf (Built-up) ",2015,Apartment,Amerald Land Pte Ltd,33 Jalan Dusun (329371), D12 - Balestier / Toa Payoh ,2+1,2,HIGH, 915 sqft (Built-up) ,FREEHOLD,28,"Corner Unit, City View, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Balcony, Bombshelter","TOA PAYOH MRT 8 mins  NS19 650m, NOVENA MRT 10 mins  NS20 840m, MOUNT PLEASANT MRT DUE 2021 11 mins  TE10 950m","Balestier Ctr 1 min  21139139M145129130131186 130m, Aft Irrawaddy Rd 2 mins  129130131139139M14518621 160m, Opp Trellis Twrs 2 mins  966985506154139139M143145151151e15312910555657 170m","Balestier Hill Primary 260m, Chij Primary (toa Payoh) 580m, Kheng Cheng 1.13 km","Balestier Hill Secondary 390m, Chij Secondary (toa Payoh) 520m, Anglo-chinese School (barker Road) 1.27 km","BALESTIER HILL SHOPPING CENTRE 230m, ZHONGSHAN MALL 330m, Hdb Hub 710m",Partially Furnished,"Singapore Chinese Girls' School 1.9 km, Singapore Chinese Girls' Primary School 1.9 km",NA,103.8437053,1.3279143
Punggol Place,HDB Executive,"$549,000 ", $464 psf (Built-up) ,NA,Premium Apartment,NA,289C Punggol Place (823289),NA,3,2,LOW, 110 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Air Conditioning, Cooker Hob/hood, Water Heater, Bombshelter"," 4 mins   380m, COVE LRT 4 mins  PE1 380m,  5 mins   420m","Opp Blk 201A 1 min  6262A826N 90m, Aft Punggol Rd 1 min  8262 140m, Aft Punggol Ctrl 2 mins  6N 190m","Punggol View Primary 460m, Edgefield Primary 510m, Punggol Green Primary 530m","Edgefield Secondary 220m, Punggol Secondary 630m, Compassvale Secondary 730m","WATERWAY POINT 550m, Rivervale Mall 1.05 km, PUNGGOL PLAZA 1.34 km",Not Furnished,NA, Punggol ,103.903545,1.4016439
Reflections At Keppel Bay,Condominium,"$2,825,710 "," $1,739 psf (Built-up) ",2011,Condominium,Keppel Bay Pte Ltd,1 Keppel Bay View (098402), D4 - Sentosa / Harbourfront ,3,3,MID," 1,625 sqft (Built-up) ",LEASEHOLD/99 years,1129,"Swimming Pool, Securities, Jacuzzi, Gymnasium, Wadpool, Club House, Tennis Court, Landscaped Garden, Sea View, Air Conditioning, Bathtub, Intercom, Water Heater, Cooker Hob/hood, Kitchen, Wardrobe, Air-conditioning, Balcony, Bombshelter, Walk-in-wardrobe","TELOK BLANGAH MRT 7 mins  CC28 590m, HARBOURFRONT MRT 11 mins  CC29NE1 910m, LABRADOR PARK MRT 17 mins  CC27 1.36 km","Bef Seah Im Rd 1 min  408188963105761301431451001241311669397 130m, Opp Chr Community Chapel 2 mins  939710014314516612413118896340857613010 230m, Bef Chr Community Chapel 3 mins  963408188301057611431451001241311669397 240m","Blangah Rise Primary 1.09 km, Radin Mas Primary 1.33 km, Chij (kellock) 1.66 km",Chij St. Theresa's Convent 1.2 km,"Harbourfront Centre 680m, Vivocity 1.04 km, DEPOT HEIGHTS SHOPPING CENTRE 1.5 km",Partially Furnished,NA,NA,103.814269,1.2683469
Sennett Estate,Terrace,"$6,100,000 ", $927 psf (Land) / ,NA,Corner Terrace,TAN CHONG LAND COMPANY PTE LTD,Butterfly Avenue, D13 - Macpherson / Potong Pasir ,5+1,6,NA," 6,576 sqft (Land) /  ",FREEHOLD,77,"Corner Unit, Original Condition, Park/greenery View, Air Conditioning, Cooker Hob/hood, Water Heater, Balcony, Outdoor Patio, Maidsroom, Private Garden","WOODLEIGH MRT 10 mins  NE11 870m, BARTLEY MRT 11 mins  CC12 890m, POTONG PASIR MRT 12 mins  NE10 1.0 km","Bef Joo Seng Rd 1 min  135135A100155155A 120m, Aft Joo Seng Rd 1 min  155100135 150m, Opp Blk 4 2 mins  155100135 210m","Cedar Primary 210m, Maris Stella High 720m, Canossa Convent Primary 1.11 km","Cedar Girls' Secondary 360m, Maris Stella High 720m, Bartley Secondary 830m",NEX 1.87 km,Not Furnished,Maris Stella High School 720m,NA,-94.0908332,36.1455355
Turquoise,Condominium,"$6,500,000 "," $1,735 psf (Built-up) ",2010,Condominium,Ho Bee Cove Pte Ltd,51 Cove Drive (098393), D4 - Sentosa / Harbourfront ,4,4,PENTHOUSE," 3,746 sqft (Built-up) ",LEASEHOLD/99 years,91,"Club House, Wadpool, Swimming Pool, Gymnasium, Barbecue Area, Securities, Landscaped Garden, Corner Unit, Sea View, City View, Park/greenery View, Renovated, Air Conditioning, Bathtub, Cooker Hob/hood, Hairdryer, Intercom, Jacuzzi, Water Heater, Kitchen, Flooring For Living/dining, Wardrobe, Air-conditioning, Flooring For Bedroom, Balcony",NA,NA,NA,NA,NA,Partially Furnished,NA,NA,103.8365534,1.242374
Seletar Hills Estate,Terrace,"$2,800,000 "," $1,295 psf (Land) / $737 psf (Built-up) ",2011,Inter Terrace,BUKIT SEMABWANG ESTATES LIMITED,Jalan Keruing, D28 - Seletar / Yio Chu Kang ,7,7,GROUND," 2,161 sqft (Land) /  3,800 sqft (Built-up) ",FREEHOLD,NA,"Park/greenery View, Renovated, Swimming Pool View, Corner Unit, Bathtub, Hairdryer, Water Heater, Intercom, Cooker Hob/hood, Air Conditioning, Maidsroom, Terrace, Private Garden, Walk-in-wardrobe, Balcony"," 10 mins   870m, FERNVALE LRT 10 mins  SW5 870m,  14 mins   1.13 km",Seletar Hills Est 2 mins  854507070M103 230m,"Fernvale Primary 580m, Sengkang Green Primary 920m, Hougang Primary 1.21 km","Pei Hwa Secondary 870m, Hougang Secondary 1.36 km, Bowen Secondary 1.67 km","GREENWICH V 470m, THE SELETAR MALL 810m, HOUGANG 1 1.27 km",Partially Furnished,NA,NA,103.8738796,1.3842695
Sea Breeze Road,Terrace,"$3,000,000 "," $1,391 psf (Land) / $1,000 psf (Built-up) ",2002,Corner Terrace,NA,Sea Breeze Road, D16 - Bedok / Upper East Coast ,4+1,4,NA," 2,156 sqft (Land) /  3,000 sqft (Built-up) ",FREEHOLD,NA,"Corner Unit, Park/greenery View, Intercom, Water Heater, Cooker Hob/hood, Air Conditioning, Maidsroom, Terrace, Outdoor Patio, Bombshelter, Private Garden","SIMEI MRT 9 mins  EW3 780m, EXPO MRT 13 mins  CG1DT35 1.06 km, UPPER CHANGI MRT 15 mins  DT34 1.21 km","Blk 3012 1 min  1181731910 120m, Aft Simei Ave 1 min  2 150m, ITE Reg Campus 2 mins  2 180m","Changkat Primary 450m, St. Anthony's Canossian Primary 1.22 km, Angsana Primary 1.36 km","Changkat Changi Secondary 470m, St. Anthony's Canossian Secondary 1.14 km, Bedok South Secondary 1.24 km","BEDOK SHOPPING COMPLEX 730m, EAST VILLAGE 830m, CHANGI CITY POINT 1.22 km",NA,NA,NA,-82.8197862,41.6869705
Bluwaters 2,Condominium,"$900,000 ", $939 psf (Built-up) ,2011,Condominium,Novelty Capital Pte Ltd,205 Jalan Loyang Besar (509456), D17 - Changi Airport / Changi Village ,2+1,2,LOW, 958 sqft (Built-up) ,999 years,71,"Landscaped Garden, Securities, Barbecue Area, Wadpool, Swimming Pool, Gymnasium, Corner Unit, Park/greenery View, Swimming Pool View, Renovated, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Flooring For Living/dining, Air-conditioning, Wardrobe, Kitchen, Flooring For Bedroom, Balcony, Outdoor Patio, Terrace, Garage",PASIR RIS MRT 22 mins  EW1 1.78 km,"Casa Pasir Ris 1 min  354 40m, Opp Loyang Townhouse 1 min  354 60m","Pasir Ris Primary 820m, Casuarina Primary 1.1 km, Loyang Primary 1.32 km","Pasir Ris Crest Secondary 950m, Greenview Secondary 1.15 km, Hai Sing Catholic 1.15 km","DOWNTOWN EAST 1.09 km, LOYANG POINT 1.47 km, White Sands 1.77 km",Fully Furnished,NA,NA,103.9640551,1.3793377
Jalan Membina,HDB 5 Rooms,"$899,000 ", $759 psf (Built-up) ,2003,NA,NA,118C Jalan Membina (163118),NA,5,2,HIGH, 110 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Corner Unit, City View, Air Conditioning, Cooker Hob/hood, Water Heater, Bombshelter","TIONG BAHRU MRT 5 mins  EW17 450m, HAVELOCK MRT DUE 2021 14 mins  TE16 1.16 km, REDHILL MRT 17 mins  EW18 1.36 km","Blk 104 2 mins  147175121167196197961961C 170m, Blk 111 2 mins  147167120121175961961C196197 190m, Blk 201 2 mins  196197961961C167175120121147 220m","Zhangde Primary 230m, Chij (kellock) 840m, Radin Mas Primary 840m","Gan Eng Seng 820m, Henderson Secondary 820m, Chij St. Theresa's Convent 870m","Tiong Bahru Plaza 450m, CONCORDE SHOPPING CENTRE 1.15 km, Concorde 1.15 km",Partially Furnished,NA, Bukit Merah ,103.8263583,1.2823678
Woodlands Drive 75,HDB 5 Rooms,"$410,000 ", $346 psf (Built-up) ,2004,Improved,NA,688F Woodlands Drive 75 (736688),NA,3,2,MID, 110 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Renovated, Air Conditioning, Cooker Hob/hood, Water Heater, Bombshelter","ADMIRALTY MRT 11 mins  NS10 890m, SEMBAWANG MRT 17 mins  NS11 1.43 km","Opp Woodsvale Condo 1 min  962965969 110m, Woodsvale Condo 2 mins  965965A969962NR2 210m, Opp Seagate 2 mins  858 230m","Greenwood Primary 590m, Riverside Primary 760m, Admiralty Primary 910m","Admiralty Secondary 660m, Spectra Secondary 950m, Sembawang Secondary 980m","ADMIRALTY PLACE 830m, WOODLANDS MART 1.12 km, Sun Plaza 1.35 km",Fully Furnished,NA, Woodlands ,103.8079268,1.4440807
Waterview,Condominium,"$1,000,000 "," $1,080 psf (Built-up) ",2014,Condominium,Sim Lian (Tampines One) Pte. Ltd,85 Tampines Avenue 1 (528687), D18 - Pasir Ris / Tampines ,2+1,NA,NA, 926 sqft (Built-up) ,LEASEHOLD/99 years,696,"Swimming Pool View, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater","TAMPINES WEST MRT 17 mins  DT31 1.39 km, BEDOK RESERVOIR MRT 19 mins  DT30 1.52 km, BEDOK NORTH MRT 22 mins  DT29 1.82 km","Opp Tropica Condo 2 mins  12915238518 190m, Tropica Condo 2 mins  81515A23518129 190m","St. Hilda's Primary 1.19 km, Poi Ching 1.4 km, Junyuan Primary 1.44 km","Springfield Secondary 460m, Junyuan Secondary 950m, St. Hilda's Secondary 1.16 km","TAMPINES CENTRAL COMMUNITY COMPLEX 1.17 km, Century Square 1.98 km",NA,NA,NA,103.9261339,1.3493317
CityVista Residences,Condominium,"$4,580,000 "," $2,138 psf (Built-up) ",2010,Condominium,PH Properties Pte Ltd,21 Peck Hay Road (228314), D9 - Orchard / River Valley ,3,NA,LOW," 2,142 sqft (Built-up) ",FREEHOLD,70,"Corner Unit, Park/greenery View, Swimming Pool View, Bathtub, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Bombshelter, Balcony","NEWTON MRT 4 mins  DT11NS21 380m, ORCHARD MRT 10 mins  NS22TE14 810m, SOMERSET MRT 12 mins  NS23 970m",NA,"Anglo-chinese School (junior) 490m, Anglo-chinese School (primary) 1.05 km, St. Margaret's Primary 1.14 km","Raffles Girls' School (secondary) 1.0 km, Anglo-chinese School (barker Road) 1.18 km, School Of The Arts, Singapore 1.65 km","FAR EAST PLAZA 480m, Paragon 540m, THE PARAGON 620m",NA,"School Of The Arts, Singapore 1.65 km, Singapore Chinese Girls' School 1.71 km, Singapore Chinese Girls' Primary School 1.71 km",NA,103.837778,1.30954
Reflections At Keppel Bay,Condominium,"$3,215,370 "," $1,757 psf (Built-up) ",2011,Condominium,Keppel Bay Pte Ltd,1 Keppel Bay View (098402), D4 - Sentosa / Harbourfront ,3,3,MID," 1,830 sqft (Built-up) ",LEASEHOLD/99 years,1129,"Gymnasium, Securities, Wadpool, Swimming Pool, Landscaped Garden, Jacuzzi, Tennis Court, Club House, Corner Unit, Sea View, Air Conditioning, Bathtub, Intercom, Water Heater, Cooker Hob/hood, Kitchen, Wardrobe, Air-conditioning, Balcony, Bombshelter","TELOK BLANGAH MRT 7 mins  CC28 590m, HARBOURFRONT MRT 11 mins  CC29NE1 910m, LABRADOR PARK MRT 17 mins  CC27 1.36 km","Bef Seah Im Rd 1 min  408188963105761301431451001241311669397 130m, Opp Chr Community Chapel 2 mins  939710014314516612413118896340857613010 230m, Bef Chr Community Chapel 3 mins  963408188301057611431451001241311669397 240m","Blangah Rise Primary 1.09 km, Radin Mas Primary 1.33 km, Chij (kellock) 1.66 km",Chij St. Theresa's Convent 1.2 km,"Harbourfront Centre 680m, Vivocity 1.04 km, DEPOT HEIGHTS SHOPPING CENTRE 1.5 km",Partially Furnished,NA,NA,103.814269,1.2683469
Woodlands Avenue 4,HDB 4 Rooms,"$328,000 ", $299 psf (Built-up) ,1998,Model A,NA,615 Woodlands Avenue 4 (730615),NA,3,2,MID, 102 sqm (Built-up) ,LEASEHOLD/99 years,NA,NA,"WOODLANDS SOUTH MRT DUE 2019 10 mins  TE3 840m, ADMIRALTY MRT 10 mins  NS10 860m, WOODLANDS MRT 14 mins  NS9TE2 1.18 km","Blk 618 1 min  962962CNR2 70m, Blk 556 1 min  962 120m, Blk 899A 2 mins  951E900900A 210m","Woodlands Ring Primary 130m, Woodlands Primary 620m, Woodgrove Primary 710m","Woodlands Ring Secondary 490m, Woodgrove Secondary 610m, Evergreen Secondary 860m","888 PLAZA 370m, VISTA POINT 460m, ADMIRALTY PLACE 870m",Not Furnished,Singapore Sports School 1.17 km, Woodlands ,103.7968581,1.4340813
Kembangan Suites,Apartment,"$999,999 "," $1,222 psf (Built-up) ",2011,Apartment,Asimont Properties Pte Ltd,16 Jalan Masjid (418941), D14 - Eunos / Geylang / Paya Lebar ,2+1,2,PENTHOUSE, 818 sqft (Built-up) ,FREEHOLD,60,"Swimming Pool View, Renovated, Corner Unit, Jacuzzi, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Outdoor Patio, Bombshelter, Walk-in-wardrobe, Roof Terrace","KEMBANGAN MRT 1 min  EW6 100m, EUNOS MRT 14 mins  EW7 1.12 km, MARINE TERRACE MRT DUE 2023 19 mins  TE27 1.52 km","Kembangan Stn 1 min  2628303327242567854 110m, Mjd Kassim 1 min  854672628303333B242527 150m, Kembangan Stn 2 mins  42 200m","St. Stephen's 530m, Eunos Primary 1.04 km, Telok Kurau Primary 1.22 km","Ping Yi Secondary 1.19 km, Manjusri Secondary 1.47 km, St. Patrick's 1.47 km","SIGLAP SHOPPING CENTRE 1.51 km, JOO CHIAT COMPLEX 1.67 km, 112 KATONG 1.87 km",Fully Furnished,NA,NA,103.9125272,1.3201268
Jurong East Avenue 1,HDB Executive,"$575,000 ", $382 psf (Built-up) ,1984,Maisonette,NA,340 Jurong East Avenue 1 (600340),NA,3,NA,NA, 140 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Renovated, Air Conditioning, Water Heater, Cooker Hob/hood, Balcony","CHINESE GARDEN MRT 11 mins  EW25 940m, LAKESIDE MRT 16 mins  EW26 1.28 km","Jurong Polyclinic 1 min  1851579898M99334187198502 60m, Opp Jurong Polyclinic 1 min  5023345NNR51871989898M99157185 110m","Jurong Primary 290m, Shuqun Primary 1.07 km, Princess Elizabeth Primary 1.14 km","Jurongville Secondary 250m, Hong Kah Secondary 500m, Fuhua Secondary 590m",NA,NA,NA, Jurong East ,103.7306848,1.3503014
Jalan Tanjong,Terrace,"$3,700,000 "," $1,812 psf (Land) / $673 psf (Built-up) ",2011,Inter Terrace,NA,Jalan Tanjong, D16 - Bedok / Upper East Coast ,6,6,GROUND," 2,041 sqft (Land) /  5,500 sqft (Built-up) ",FREEHOLD,NA,"Swimming Pool View, Renovated, Park/greenery View, Air Conditioning, Bathtub, Water Heater, Cooker Hob/hood, Private Pool, Balcony, Outdoor Patio, Garage, Roof Terrace, Walk-in-wardrobe, Private Garden, Bombshelter","TANAH MERAH MRT 6 mins  EW4 490m, BEDOK RESERVOIR MRT 17 mins  DT30 1.37 km, BEDOK MRT 19 mins  EW5 1.59 km",NA,"St. Anthony's Canossian Primary 530m, Haig Girls' 850m, Bedok Green Primary 910m","Anglican High 150m, St. Anthony's Canossian Secondary 500m, Bedok View Secondary 680m","EAST VILLAGE 400m, BEDOK SHOPPING COMPLEX 580m, BEDOK POINT 1.33 km",Partially Furnished,Temasek Junior College 1.55 km,NA,103.9432055,1.32888
